Year,FIPS,State,County,Year,health_outcomes_rank,health_factors_rank,life_length_rank,life_quality_rank,health_behav_rank,clinical_care_rank,socio_econ_fact_rank,physical_env_rank,premature_deaths,premature_death_ypll_rate,ypll_black,ypll_hispanic,ypll_white,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,poor_or_fair_health_percent,poor_physical_health_days_avg,adult_smoking_percent,excessive_drinking_percent,adult_obesity_percent,food_env_index,uninsured_percent,number_of_diabetics,percent_receiving_hba1c,percent_receiving_hba1c_black,percent_receiving_hba1c_white,AFGR,hs_grad_rate,PSED_completion_rate,unemployed_percent,income_inequality_GINI,income_ineq_80th_percentile_income,income_ineq_20th_percentile_income,income_ineq_income_ratio,percent_no_emo_social_support,percent_access_healthy_food_access,percent_limited_access_healthy_food_access,percent_food_insecure,percent_fast_food,access_exercise_opp_percent,access_rec_fac_rate,park_access_percent,diabetic_percent,binge_drinking_percent,physical_inactivity_percent,median_household_income,res_segregation_index_black_white,res_segregation_index_nonwh_white,liquor_store_density_rate,african_american_percent,american_indian_percent,asian_percent,pacific_islander_percent,hispanic_percent,nonhispanic_white_percent,not_eng_prof_percent,female,rural
2015,22091,Louisiana,St. Helena,2015,45,56,52,25,45,42,60,33,203,11062,,,,,,,,26,3.9,21,,40,6.3,22,111,86,,,,63,40.7,10.2,,76667,14232,5.4,,,4,20,,12,,,16,,34,34229,,,,52.7,0.4,0.1,0,1.4,44.4,0.4,50.8,100
2015,22093,Louisiana,St. James,2015,24,27,13,47,26,8,37,59,278,7918,,,,,,,,25,4.6,20,23,38,7.1,15,265,79,,,,72,49.2,8.4,,110400,20379,5.4,,,5,16,,39,,,14,,33,48358,,,,49.2,0.2,0.3,0,1.7,48,0.6,51.4,27.7
2015,22095,Louisiana,St. John the Baptist,2015,33,26,30,42,8,19,35,64,657,9383,,,,,,,,23,4,17,13,34,6.2,18,374,84,,,,68,45.8,7.6,,96298,21805,4.4,,,14,16,,68,,,13,,33,47389,,,,54.3,0.4,0.8,0.1,5.2,38.5,1.3,50.9,13.4
2015,22097,Louisiana,St. Landry,2015,53,49,53,36,55,12,55,38,1414,11179,,,,,,,,25,4.1,25,15,42,6.6,19,1651,80,,,,64,37.8,6.1,,78827,12884,6.1,,,6,18,,58,,,15,,32,33781,,,,41,0.4,0.5,0,1.8,55.4,0.5,52.1,48.2
2015,22099,Louisiana,St. Martin,2015,17,35,14,27,35,39,21,47,689,7934,,,,,,,,21,3.6,25,17,35,7.9,20,889,79,,,,77,40.9,5.4,,89126,16877,5.3,,,3,14,,56,,,13,,30,42110,,,,30.4,0.5,0.9,0,2.4,64.8,1.4,50.7,49.6
2015,22101,Louisiana,St. Mary,2015,35,37,33,45,33,34,36,17,851,9415,,,,,,,,26,4.8,22,14,39,6.5,24,1191,86,,,,73,37.5,6.6,,82683,16569,5,,,11,16,,65,,,14,,33,39608,,,,32.2,1.9,1.7,0.1,6.2,56.7,2.1,50.5,13
2015,22103,Louisiana,St. Tammany,2015,2,1,5,4,1,2,3,40,2753,7061,,,,,,,,15,3.4,20,20,29,8.4,17,1761,84,,,,79,67.2,5.1,,118119,25831,4.6,,,6,10,,84,,,10,,24,61655,,,,11.8,0.6,1.4,0.1,5.2,79.7,0.9,51.4,23.2
2015,22105,Louisiana,Tangipahoa,2015,41,39,46,34,17,40,43,46,1854,10339,,,,,,,,23,4.1,20,12,37,6.4,21,1682,81,,,,71,54.4,7.3,,87172,15997,5.4,,,11,16,,65,,,12,,33,40228,,,,30,0.4,0.7,0.1,3.8,64,0.7,51.5,40.9
2015,22107,Louisiana,Tensas,2015,46,60,44,49,60,44,62,9,83,10209,,,,,,,,22,3.8,26,,34,2.8,22,91,82,,,,,24.8,9.5,,64536,11862,5.4,,,33,23,,32,,,15,,37,28021,,,,54.5,0.1,0.2,0,1.8,42.3,0.2,51.2,100
2015,22109,Louisiana,Terrebonne,2015,27,30,26,29,48,27,15,50,1582,9303,,,,,,,,23,4.3,24,19,39,7.4,22,1704,83,,,,77,42.6,4.3,,98082,20509,4.8,,,12,12,,85,,,13,,34,51716,,,,18.7,5.7,1.1,0.1,4.5,68.1,1,50.6,20.6
2015,22111,Louisiana,Union,2015,37,47,37,44,37,53,40,62,366,9776,,,,,,,,24,4.4,26,10,35,7.2,20,476,78,,,,63,46.9,6.7,,75979,13348,5.7,,,7,15,,40,,,15,,34,35825,,,,26,0.4,0.2,0.1,4.3,68.6,0.3,50.7,82.9
2015,22113,Louisiana,Vermilion,2015,10,23,11,12,28,37,18,26,768,7736,,,,,,,,17,3.9,24,21,32,8.3,21,859,83,,,,82,40,5.5,,93212,16747,5.6,,,2,12,,64,,,12,,32,43434,,,,14.6,0.4,2.3,0,3,78.6,1.8,51.4,54.6
2015,22115,Louisiana,Vernon,2015,13,32,12,24,57,55,8,1,584,7829,,,,,,,,22,5.2,27,18,40,6.7,18,939,78,,,,80,58.5,7.2,,85108,22441,3.8,,,15,14,,75,,,12,,31,42772,,,,13.9,1.6,1.9,0.5,9.2,70.4,0.8,47.4,49.9
2015,22117,Louisiana,Washington,2015,57,53,57,57,52,43,52,25,874,11578,,,,,,,,26,5.1,28,11,39,6.2,20,957,77,,,,76,40.8,8.6,,70053,11502,6.1,,,10,18,,49,,,16,,34,31630,,,,30.2,0.4,0.3,0,2.1,66.1,0.5,50.3,66.7
2015,22119,Louisiana,Webster,2015,39,40,41,39,38,31,39,32,733,9990,,,,,,,,23,4,26,8,35,6.5,21,813,82,,,,72,39.6,7.1,,74404,14743,5,,,10,17,,56,,,14,,36,35762,,,,33.5,0.5,0.4,0,1.8,62.6,0.2,51.3,53
2015,22121,Louisiana,West Baton Rouge,2015,15,8,9,31,11,10,19,18,289,7514,,,,,,,,21,3.7,21,22,36,7.5,16,188,84,,,,63,57.4,6,,106643,21422,5,,,4,15,,95,,,15,,31,48848,,,,37.7,0.2,0.5,0.1,2.7,57.9,0.5,50.7,30.5
2015,22123,Louisiana,West Carroll,2015,23,62,25,13,56,64,58,53,183,9297,,,,,,,,22,3.7,30,16,38,7.1,24,276,81,,,,73,27.6,12.5,,76935,14622,5.3,,,3,17,,30,,,16,,35,34611,,,,15.7,0.6,0.3,0,2.7,79.9,0.4,49.8,100
2015,22125,Louisiana,West Feliciana,2015,6,16,3,7,24,4,23,51,219,7053,,,,,,,,20,3.7,,,37,5.7,17,120,84,,,,73,42.2,7.8,,116265,20544,5.7,,,20,16,,41,,,13,,28,52626,,,,45.7,0.1,0.2,0,1.4,51.8,0.6,34.3,100
2015,22127,Louisiana,Winn,2015,22,41,17,32,22,58,42,10,249,8242,,,,,,,,27,5.2,21,,34,6.4,20,324,80,,,,73,37.2,6.9,,75204,13359,5.6,,,13,16,,81,,,13,,34,35674,,,,30.3,0.7,0.3,0,1.7,65.7,0.3,46.8,64.9
2016,22000,Louisiana,,2016,,,,,,,,,64870,9217,,,,,,,,21,4.3,24,18,34,6.7,19,56428,82,,,,75,55.3,6.4,,95814,17153,5.6,,,10,17,,74,,,11,,30,44680,56,52,,32.1,0.8,1.8,0.1,4.8,59.3,1.4,51.1,26.8
2016,22001,Louisiana,Acadia,2016,38,19,48,29,17,25,25,23,1013,10557,,,,,,,,22,4.4,23,19,32,7.9,19,1190,86,,,,81,43.1,5.7,,84069,15524,5.4,,,1,14,,41,,,11,,38,40269,46,43,,18.1,0.3,0.4,0,2.2,77.8,0.9,51.5,51.7
2016,22003,Louisiana,Allen,2016,14,25,11,16,39,43,18,7,364,8300,,,,,,,,20,4.1,23,20,35,6.1,19,423,77,,,,85,42.5,7.2,,81059,16617,4.9,,,18,15,,25,,,11,,34,36852,29,28,,22.9,2.5,0.8,0,2.1,70.2,2.3,43.3,69.4
2016,22005,Louisiana,Ascension,2016,3,3,2,3,2,2,2,57,1116,6881,,,,,,,,17,3.7,19,21,32,7.6,15,730,83,,,,87,62.4,5.4,,121668,27449,4.4,,,11,11,,85,,,9,,28,67299,41,36,,22.6,0.4,1.3,0.1,5.2,69.5,1,50.7,13.2
2016,22007,Louisiana,Assumption,2016,29,18,32,24,9,20,30,49,339,9520,,,,,,,,20,4.1,21,18,33,6.6,19,355,90,,,,86,43.3,7.6,,92342,17574,5.3,,,13,15,,58,,,12,,29,46317,48,46,,29.6,0.6,0.4,0.1,2.6,66,0.8,51.1,45
2016,22009,Louisiana,Avoyelles,2016,48,52,51,46,58,56,47,11,772,10744,,,,,,,,25,4.6,25,18,39,6.2,22,736,79,,,,72,35.2,7.3,,74804,14610,5.1,,,11,17,,20,,,13,,36,34022,37,36,,29.2,1.3,0.6,0,1.8,65.6,0.5,49.9,63.8
2016,22011,Louisiana,Beauregard,2016,16,15,13,15,29,42,10,1,538,8484,,,,,,,,20,4.2,22,19,35,6.7,19,782,85,,,,90,46.1,6.8,,94264,18389,5.1,,,15,13,,28,,,10,,30,43918,63,54,,13.1,1.2,0.7,0.1,3.6,79.4,0.6,48.7,66.5
2016,22013,Louisiana,Bienville,2016,59,44,59,60,54,36,38,36,272,11999,,,,,,,,26,4.8,24,15,38,5.8,20,291,86,,,,78,45.5,7.8,,75122,12231,6.1,,,12,19,,17,,,15,,36,33134,36,36,,41.5,0.4,0.3,0,1.6,54.9,0,52.2,79.8
2016,22015,Louisiana,Bossier,2016,7,6,7,17,7,8,6,40,1423,7479,,,,,,,,20,4.1,21,20,34,7.5,17,1780,86,,,,79,63.5,5.8,,101762,22310,4.6,,,7,13,,82,,,10,,27,51138,39,35,,21.3,0.7,1.8,0.2,6.4,67.9,1.2,50.4,24.3
2016,22017,Louisiana,Caddo,2016,49,32,45,55,33,6,46,39,3966,10353,,,,,,,,23,4.4,23,17,35,5.6,19,3284,83,,,,64,57.3,7.4,,90710,16434,5.5,,,14,18,,82,,,13,,31,39812,62,59,,47.9,0.5,1.3,0.1,2.8,46.4,0.6,52.6,14.4
2016,22019,Louisiana,Calcasieu,2016,24,14,24,23,28,11,16,16,2817,9225,,,,,,,,20,4.1,25,18,33,7.1,19,3045,84,,,,78,55.4,5.9,,95673,18340,5.2,,,8,14,,74,,,11,,33,45979,63,58,,25,0.5,1.3,0.1,3.1,68.6,0.5,51.2,20.5
2016,22021,Louisiana,Caldwell,2016,53,48,56,38,26,60,42,37,206,11582,,,,,,,,22,4.5,23,17,37,7.5,21,210,80,,,,73,30.4,7.6,,84294,13656,6.2,,,4,15,,32,,,12,,35,36350,25,26,,16.7,0.4,0.3,0,2.9,78.8,0.4,48.8,100
2016,22023,Louisiana,Cameron,2016,1,2,1,2,3,14,1,6,56,4593,,,,,,,,16,3.6,20,20,35,8.3,19,46,85,,,,88,57.9,4.8,,107556,26297,4.1,,,10,8,,67,,,9,,28,59300,27,27,,4.1,0.6,0.2,0,3.7,90.6,0.5,50,100
2016,22025,Louisiana,Catahoula,2016,56,53,62,40,51,59,55,5,214,12252,,,,,,,,23,4.4,24,17,37,6.7,23,220,80,,,,68,34.2,8.1,,76449,13445,5.7,,,8,17,,31,,,12,,33,34116,44,42,,32.1,0.4,0.1,0,1.3,65.2,0.3,46.9,100
2016,22027,Louisiana,Claiborne,2016,51,50,37,59,47,37,48,52,275,9979,,,,,,,,26,4.7,24,15,38,6.2,20,279,81,,,,78,38,7.6,,73500,13624,5.4,,,4,21,,43,,,14,,32,35385,24,25,,50.7,0.5,0.7,0,1.4,45.6,0.1,43.4,82.4
2016,22029,Louisiana,Concordia,2016,63,57,64,61,61,55,56,24,373,12599,,,,,,,,27,5.1,27,15,39,5.1,23,343,75,,,,74,37.9,8.7,,64329,11826,5.4,,,11,22,,25,,,14,,37,31835,45,44,,40.5,0.3,0.3,0,1.2,56.9,0.5,49.2,33.5
2016,22031,Louisiana,De Soto,2016,50,49,46,57,50,48,45,27,451,10407,,,,,,,,23,4.6,24,15,37,6.3,20,509,76,,,,80,47.6,8.1,,89131,14396,6.2,,,10,17,,56,,,14,,34,40642,46,45,,37.8,1.1,0.4,0.1,2.8,57.2,0.6,51.7,77.3
2016,22033,Louisiana,East Baton Rouge,2016,21,4,29,18,4,1,15,14,5613,9358,,,,,,,,19,3.7,20,19,32,6.2,18,3798,83,,,,73,67.6,5.8,,103557,18726,5.5,,,11,17,,95,,,11,,25,46831,58,53,,45.8,0.3,3.3,0,3.9,45.7,1.3,52.1,6.9
2016,22035,Louisiana,East Carroll,2016,62,64,50,64,64,63,64,47,125,10630,,,,,,,,38,6.1,33,13,43,4,21,140,79,,,,83,32.5,14.8,,51612,10180,5.1,,,6,30,,0,,,18,,37,25402,56,56,,67,0.3,0.6,0,2.3,28.9,0.2,45.8,34.6
2016,22037,Louisiana,East Feliciana,2016,25,34,22,25,36,24,29,56,386,9156,,,,,,,,21,4.2,23,17,39,6.8,19,312,81,,,,73,34.2,6.5,,90863,17540,5.2,,,9,16,,28,,,13,,33,41651,17,16,,43.8,0.4,0.4,0,1.4,52.7,0,46.4,100
2016,22039,Louisiana,Evangeline,2016,45,45,42,52,53,41,41,18,581,10130,,,,,,,,25,4.8,25,18,37,6.6,18,567,77,,,,69,40.8,6.7,,77679,12409,6.3,,,8,17,,55,,,12,,33,32615,48,44,,27.9,0.4,0.5,0,2.5,67.7,1.6,49.3,61.1
2016,22041,Louisiana,Franklin,2016,54,58,53,50,49,62,57,32,353,10988,,,,,,,,25,4.8,24,16,36,6.1,23,410,76,,,,73,37.3,9.5,,79192,12605,6.3,,,6,20,,27,,,13,,37,32318,45,45,,31.7,0.3,0.3,0.1,1.4,65.5,0.2,51.4,74.2
2016,22043,Louisiana,Grant,2016,18,27,21,8,18,45,27,20,340,9152,,,,,,,,20,4,23,20,34,7.5,19,371,80,,,,79,38.9,7.1,,80447,15930,5.1,,,8,13,,81,,,10,,30,40668,81,67,,15.6,1.1,0.5,0,4.7,76.6,1.5,43.9,85.6
2016,22045,Louisiana,Iberia,2016,33,30,34,32,34,23,31,33,1078,9755,,,,,,,,22,4.2,22,17,38,7.2,20,1373,80,,,,80,44.8,6.3,,93815,17594,5.3,,,5,15,,74,,,12,,34,45226,40,35,,31.8,0.6,3.1,0.1,3.9,59.5,1.8,51,28.1
2016,22047,Louisiana,Iberville,2016,37,41,36,43,41,16,50,42,543,9859,,,,,,,,23,4.2,24,17,40,7,17,333,84,,,,74,46.6,7.8,,90636,15319,5.9,,,3,17,,46,,,13,,32,47377,20,19,,48.4,0.2,0.5,0.1,2.6,47.6,0.6,48.8,59.2
2016,22049,Louisiana,Jackson,2016,22,31,12,35,43,49,17,15,266,8310,,,,,,,,23,4.4,24,16,39,6.3,19,357,81,,,,83,40.1,6,,78633,13741,5.7,,,10,17,,43,,,13,,35,37130,38,37,,28.9,0.3,0.2,0,1.5,67.7,0.4,49,65.5
2016,22051,Louisiana,Jefferson,2016,11,11,17,12,5,12,24,60,5801,8616,,,,,,,,20,3.9,19,19,32,7.7,21,3167,83,,,,69,57.8,6,,98672,19781,5,,,4,14,,97,,,11,,31,47024,59,50,,26.2,0.6,4.2,0.1,13.8,54.1,4.6,51.5,1.1
2016,22053,Louisiana,Jefferson Davis,2016,27,21,33,21,19,44,22,17,522,9527,,,,,,,,21,4.3,22,18,36,7.8,20,639,80,,,,86,45.1,5.9,,91580,14662,6.2,,,3,14,,36,,,12,,34,37968,29,28,,16.9,0.7,0.3,0,2.3,77.9,0.7,51.1,50.7
2016,22055,Louisiana,Lafayette,2016,4,5,4,7,6,4,8,28,2452,7244,,,,,,,,18,3.9,23,20,29,7.1,18,2459,83,,,,72,63.8,4.9,,108259,19715,5.5,,,9,14,,88,,,10,,26,51340,46,41,,25.8,0.4,1.7,0.1,4.5,66.4,2,51.1,8.3
2016,22057,Louisiana,Lafourche,2016,10,8,18,9,10,22,13,8,1290,8650,,,,,,,,19,4,20,19,36,7.7,20,1345,85,,,,81,43.2,4.8,,99205,19819,5,,,10,11,,76,,,10,,34,47382,52,35,,13.5,2.9,0.9,0.1,4.6,76.7,2.2,50.7,24.2
2016,22059,Louisiana,La Salle,2016,19,17,31,10,23,35,11,19,239,9390,,,,,,,,20,4.2,23,19,39,8.4,18,278,80,,,,88,41.1,5.1,,93125,16549,5.6,,,3,11,,17,,,11,,29,44139,51,37,,12.3,1.2,0.2,0,2.5,82.9,0.7,48.1,73.2
2016,22061,Louisiana,Lincoln,2016,15,28,5,33,21,39,23,44,480,7289,,,,,,,,24,4.7,25,18,34,4.9,23,538,83,,,,86,64.3,7.8,,84227,11512,7.3,,,16,21,,61,,,10,,27,32889,51,47,,41.2,0.4,1.7,0.1,2.7,53,1.1,51.3,40.7
2016,22063,Louisiana,Livingston,2016,12,10,20,5,15,15,7,59,1773,9148,,,,,,,,18,3.9,23,20,36,8.3,17,1077,86,,,,80,53,5.5,,106796,23784,4.5,,,5,11,,71,,,9,,29,58818,39,32,,6.2,0.5,0.6,0,3.5,88.3,0.5,50.6,41.1
2016,22065,Louisiana,Madison,2016,64,63,60,62,63,58,63,45,213,12073,,,,,,,,35,5.7,32,14,43,5.2,23,156,71,,,,68,39.3,11.3,,59787,10555,5.7,,,2,26,,69,,,16,,32,26732,60,59,,61.8,0.3,0.3,0,1.7,35,0.1,50.4,22.4
2016,22067,Louisiana,Morehouse,2016,60,62,63,58,62,38,62,63,538,12553,,,,,,,,27,5,26,14,40,4.9,20,483,79,,,,64,36.9,11.3,,63720,12165,5.2,,,14,22,,77,,,15,,36,30636,50,49,,47.6,0.2,0.5,0.1,1.2,49.6,0.2,51.8,50
2016,22069,Louisiana,Natchitoches,2016,36,46,28,49,46,26,49,31,557,9355,,,,,,,,24,4.7,24,17,38,5.3,20,657,84,,,,72,51.7,8,,80047,11724,6.8,,,15,20,,57,,,12,,30,34522,46,44,,41.1,1,0.6,0,2.2,53.3,0.2,52.3,50.1
2016,22071,Louisiana,Orleans,2016,46,35,49,47,20,10,53,25,5258,10586,,,,,,,,23,4.5,23,20,32,5.1,20,2459,78,,,,74,67.3,7,,90046,12390,7.3,,,12,22,,95,,,13,,26,35468,68,65,,58.8,0.4,3,0.1,5.5,31.2,2,52.2,0.6
2016,22073,Louisiana,Ouachita,2016,34,36,25,45,31,18,36,51,2186,9262,,,,,,,,23,4.3,23,16,35,5.2,19,2052,78,,,,74,52.7,7,,88430,14379,6.1,,,19,18,,72,,,12,,33,40877,68,65,,37,0.3,1,0,2.2,58.5,0.4,52.1,24.2
2016,22075,Louisiana,Plaquemines,2016,5,13,9,4,12,27,4,61,289,7861,,,,,,,,18,3.8,20,20,35,7,19,168,81,,,,84,53.4,5.7,,110280,21401,5.2,,,14,12,,65,,,10,,32,51304,62,50,,20,1.7,3.8,0.2,6.4,66.1,1.5,50.1,19.5
2016,22077,Louisiana,Pointe Coupee,2016,41,26,44,36,16,29,37,3,352,10267,,,,,,,,20,4.1,21,17,38,7.2,20,263,82,,,,73,42.7,7,,88390,17036,5.2,,,6,15,,18,,,13,,32,44469,50,48,,35.4,0.3,0.4,0,2.5,60.6,0.6,52,57.8
2016,22079,Louisiana,Rapides,2016,40,20,40,44,40,5,32,21,2173,10065,,,,,,,,24,4.7,25,17,37,6,18,2320,85,,,,67,51.1,6.7,,86705,16624,5.2,,,15,16,,73,,,12,,32,40406,62,59,,31.8,0.9,1.5,0,2.8,61.6,1,51.7,39.5
2016,22081,Louisiana,Red River,2016,58,56,58,56,56,54,54,29,173,11924,,,,,,,,25,4.6,24,16,40,6.5,21,139,81,,,,68,39.6,7.3,,78108,12724,6.1,,,8,17,,48,,,14,,37,33322,54,55,,39.4,0.5,0.2,0,1.6,57.6,0.6,51.6,100
2016,22083,Louisiana,Richland,2016,44,47,39,51,48,33,40,54,356,10052,,,,,,,,24,4.5,24,16,39,6.7,22,402,83,,,,73,41.7,8.5,,76573,16289,4.7,,,5,18,,20,,,13,,35,36666,54,54,,35.3,0.4,0.3,0,2.1,61,0,51.7,66
2016,22085,Louisiana,Sabine,2016,55,40,57,37,44,61,26,4,470,11712,,,,,,,,22,4.5,23,17,40,6.9,23,464,78,,,,80,44.4,6.6,,83712,14956,5.6,,,11,14,,16,,,13,,33,39561,50,34,,16.7,8.7,0.3,0,3.8,68.2,0.3,50.5,88.2
2016,22087,Louisiana,St. Bernard,2016,31,39,43,14,45,46,28,55,602,10249,,,,,,,,21,4.3,24,20,35,6.2,21,242,78,,,,77,51.4,6.9,,86617,19661,4.4,,,18,14,,79,,,10,,37,45615,40,34,,21.7,0.8,2.4,0.1,9.6,64,1.7,50.5,4.3
2016,22089,Louisiana,St. Charles,2016,6,7,8,11,8,9,5,41,593,7709,,,,,,,,18,3.8,20,20,36,6.9,16,327,82,,,,84,57.3,6.1,,112597,24381,4.6,,,15,12,,76,,,10,,33,60751,46,41,,26,0.4,1,0,5.9,65.6,1.1,50.8,11.5
2016,22091,Louisiana,St. Helena,2016,47,61,52,42,55,57,61,26,198,10883,,,,,,,,27,4.9,25,15,41,6.3,24,102,79,,,,53,36.3,9.9,,76623,14100,5.4,,,4,20,,,,,16,,34,35004,9,10,,52.7,0.4,0.1,0,1.6,44.4,0.4,51.5,100
2016,22093,Louisiana,St. James,2016,26,29,19,30,13,21,35,58,285,8898,,,,,,,,21,4.1,21,17,38,7,17,255,77,,,,74,48.3,8.5,,103839,20637,5,,,5,16,,38,,,13,,32,47477,38,38,,48.9,0.2,0.3,0,1.7,48.2,0.5,51.5,27.7
2016,22095,Louisiana,St. John the Baptist,2016,28,33,26,27,22,19,34,64,629,9305,,,,,,,,21,4.1,23,17,35,6.1,18,354,83,,,,72,46.8,7.8,,96575,21418,4.5,,,14,16,,65,,,12,,32,47225,41,39,,54.7,0.4,0.8,0.2,5.4,37.6,1.2,51.3,13.4
2016,22097,Louisiana,St. Landry,2016,52,54,54,48,60,17,58,38,1420,11017,,,,,,,,26,4.9,25,16,42,6.5,18,1665,78,,,,65,36.8,7.6,,78885,12472,6.3,,,6,18,,50,,,14,,34,32683,45,43,,41.1,0.4,0.5,0,1.9,55.1,0.6,51.9,48.2
2016,22099,Louisiana,St. Martin,2016,20,23,16,26,24,40,19,35,717,8592,,,,,,,,21,4.1,23,19,35,7.7,20,818,79,,,,85,42.6,5.7,,91138,17567,5.2,,,3,14,,54,,,11,,31,46713,30,28,,30.2,0.5,0.9,0,2.5,64.8,1.8,50.6,49.6
2016,22101,Louisiana,St. Mary,2016,35,37,38,31,37,30,33,34,888,10050,,,,,,,,24,4.4,24,17,38,6.5,23,992,88,,,,77,36.2,6.3,,83010,16118,5.2,,,11,16,,62,,,13,,34,42075,37,32,,32.1,1.9,1.8,0.1,6.4,56.5,2.2,50.6,13
2016,22103,Louisiana,St. Tammany,2016,2,1,3,1,1,3,3,53,2846,7177,,,,,,,,15,3.4,19,20,28,8.3,17,1906,85,,,,79,67.4,5.7,,120382,26461,4.5,,,6,10,,82,,,9,,25,63441,53,42,,11.8,0.6,1.4,0.1,5.4,79.5,1,51.4,23.2
2016,22105,Louisiana,Tangipahoa,2016,39,43,41,39,35,34,44,46,1920,10125,,,,,,,,23,4.7,23,17,40,6.4,21,1749,83,,,,69,53.1,7.5,,87836,16415,5.4,,,11,17,,62,,,11,,34,39927,36,34,,29.9,0.4,0.8,0.1,3.9,63.9,0.9,51.5,40.9
2016,22107,Louisiana,Tensas,2016,61,60,55,63,59,52,60,9,84,11028,,,,,,,,33,5.7,29,12,34,2.7,22,96,77,,,,,28.5,9.4,,62553,11743,5.3,,,33,23,,27,,,19,,37,27522,37,37,,54.3,0.1,0.2,0,1.9,42.3,0.2,51.5,100
2016,22109,Louisiana,Terrebonne,2016,23,24,30,19,52,28,21,13,1646,9384,,,,,,,,20,4.2,23,19,40,7.2,21,1872,84,,,,81,43,4.8,,100444,20839,4.8,,,12,12,,84,,,10,,34,49044,39,32,,18.7,5.7,1.1,0.1,4.9,67.6,1.3,50.6,20.6
2016,22111,Louisiana,Union,2016,43,51,47,41,27,53,51,62,375,10548,,,,,,,,23,4.6,23,16,36,7,21,452,78,,,,58,42.6,7.5,,75483,13255,5.7,,,7,16,,32,,,13,,33,38998,45,45,,25.8,0.5,0.2,0.1,4.4,68.7,0.2,50.6,82.9
2016,22113,Louisiana,Vermilion,2016,13,16,15,13,14,32,14,30,787,8513,,,,,,,,18,3.9,22,19,32,8.1,21,968,82,,,,89,43.5,5.6,,95961,16790,5.7,,,2,13,,63,,,10,,33,45331,53,48,,14.5,0.4,2.4,0,3.2,78.3,2.1,51.4,54.6
2016,22115,Louisiana,Vernon,2016,9,22,14,6,42,51,9,2,619,8510,,,,,,,,20,3.9,22,21,38,6.4,17,946,78,,,,82,62,8.4,,85159,22079,3.9,,,15,15,,70,,,9,,29,46682,42,35,,13.9,1.7,2,0.5,9.6,69.8,0.7,47.2,49.9
2016,22117,Louisiana,Washington,2016,57,55,61,53,57,47,52,50,908,12078,,,,,,,,24,4.7,26,16,40,6.1,21,991,78,,,,74,40.3,7.9,,69908,11493,6.1,,,10,18,,46,,,13,,34,29749,42,40,,30.2,0.4,0.3,0,2.1,65.9,1,50.6,66.7
2016,22119,Louisiana,Webster,2016,42,38,35,54,25,31,43,43,743,9838,,,,,,,,24,4.6,24,16,33,6.3,21,806,83,,,,75,40.8,8.4,,77691,13902,5.6,,,10,17,,50,,,13,,36,36003,38,36,,33.8,0.5,0.5,0,1.8,62.4,0.2,51.2,53
2016,22121,Louisiana,West Baton Rouge,2016,17,9,10,22,11,13,20,10,336,8216,,,,,,,,20,4,21,19,38,7.4,16,210,83,,,,74,55.2,5.8,,107624,20091,5.4,,,4,15,,95,,,11,,30,51550,34,33,,38.2,0.2,0.5,0,2.7,57.3,0.8,51.1,30.5
2016,22123,Louisiana,West Carroll,2016,30,59,27,28,32,64,59,48,184,9332,,,,,,,,23,4.5,24,17,37,6.7,23,242,82,,,,73,28.4,12.9,,78044,15684,5,,,3,19,,27,,,12,,34,33959,18,16,,16.1,0.6,0.3,0,3.1,79.2,0.3,49.8,100
2016,22125,Louisiana,West Feliciana,2016,8,12,6,20,30,7,12,22,225,7439,,,,,,,,22,4.2,24,18,38,5.5,16,149,85,,,,83,42.5,5.8,,116992,20034,5.8,,,20,16,,37,,,13,,28,53679,24,23,,45.6,0.1,0.3,0,1.6,51.7,0.3,34.1,100
2016,22127,Louisiana,Winn,2016,32,42,23,34,38,50,39,12,263,9187,,,,,,,,25,4.6,25,16,36,6.2,20,336,77,,,,73,41,7.4,,79083,13091,6,,,13,17,,80,,,13,,33,36644,35,34,,30.6,0.8,0.4,0,1.9,65.2,0.3,46.7,64.9
2017,22000,Louisiana,,2017,,,,,,,,,66981,9346,,,,,,,,21,4.3,22,19,35,6.5,17,56864,83,,,,80,55.9,6.3,,96531,17018,5.7,,,10,17,,74,,,12,,29,45829,56,52,,32,0.8,1.8,0.1,5,59.1,1.4,51.1,26.8
2017,22001,Louisiana,Acadia,2017,33,33,40,22,28,35,29,32,1014,10245,,,,,,,,21,4.2,21,18,33,7.8,18,1223,82,,,,85,43.5,6.7,,83928,15730,5.3,,,1,15,,41,,,13,,35,42033,47,44,,18.2,0.4,0.4,0,2.3,77.5,1,51.5,51.7
2017,22003,Louisiana,Allen,2017,10,21,12,16,39,45,14,12,382,8627,,,,,,,,21,4.2,21,19,34,6.1,18,411,81,,,,91,39.9,6.9,,81511,16647,4.9,,,18,14,,25,,,11,,28,42120,28,29,,23,2.4,0.8,0.1,1.9,70.3,1.5,43.5,69.4
2017,22005,Louisiana,Ascension,2017,3,3,5,2,5,2,2,62,1226,7442,,,,,,,,16,3.6,18,20,31,7.5,12,716,84,,,,88,62.5,5,,122823,27700,4.4,,,11,11,,85,,,11,,28,74852,41,35,,22.8,0.5,1.5,0.1,5.2,69.1,1,50.6,13.2
